Date,Open,High,Low,Close,Volume,Return,Log_Return,EMA_20,EMA_50,EMA_200,RSI_14,BB_Mid,BB_Upper,BB_Lower,BB_Width,ATR_14,ATR_Pct,Donchian_High_20,Donchian_Low_20,Momentum_10,Volatility_20,ZScore_20
2018-01-01,1.3306826836196288,1.331236153297166,1.3301292139420917,1.3306826836196288,1987.0,,,1.3306826836196288,1.3306826836196288,1.3306826836196288,,,,,,,,,,,,
2018-01-02,1.3306826836196288,1.330950798822118,1.3305436118957887,1.330811727098278,2154.0,9.697539483877193e-05,9.697069302914064e-05,1.3306949734747384,1.3306877441482032,1.3306839676343418,,,,,,,,,,,,
2018-01-03,1.330811727098278,1.3326346397905595,1.3271489514622823,1.3289718641545638,6032.0,-0.0013825118206057807,-0.0013834683718033766,1.330530867825198,1.330620454736688,1.3306669317788218,47.692949029682005,,,,,,,,,,,
2018-01-04,1.3289718641545638,1.3293970516032654,1.3232165346029057,1.3236417220516072,7677.0,-0.0040107260708242,-0.004018790602940358,1.3298747587039035,1.3303467789451164,1.3305970291944713,18.12098847612485,,,,,,,,,,,
2018-01-05,1.3236417220516072,1.338637482839733,1.3221682903007579,1.3371640510888836,7527.0,0.010216003932179696,0.01016417326663515,1.3305689770262825,1.3306141229507544,1.3306623726959084,69.60733693093499,,,,,,,,,,,
2018-01-08,1.3371640510888836,1.345939960951564,1.3349676666346153,1.3437435764972958,1739.0,0.004920507250441242,0.004908441119443038,1.3318237007854268,1.3311290034819916,1.330792533927763,77.13967303550677,,,,,,,,,,,
2018-01-09,1.3437435764972958,1.3453757019420964,1.3357686528794364,1.337400778324237,6662.0,-0.0047202444603251514,-0.004731419995581557,1.3323548510272183,1.3313749554365895,1.33085828760335,61.35366113495657,,,,,,,,,,,
2018-01-10,1.337400778324237,1.3378080401012649,1.3365930720054682,1.337000333782496,9749.0,-0.0002994200005197456,-0.000299464835638012,1.3327972779562924,1.331595558508978,1.3309194024907045,60.51172273309211,,,,,,,,,,,
2018-01-11,1.337000333782496,1.3380222635454704,1.3242211093863474,1.3252430391493217,6009.0,-0.008793785862350467,-0.008832679379300361,1.3320778266413429,1.331346440102717,1.330862921263427,42.200800122454375,,,,,,,,,,,
2018-01-12,1.3252430391493217,1.3269480824528008,1.310154509825882,1.311859553129361,2398.0,-0.010098891768978158,-0.01015023151864277,1.330152276783059,1.3305822484567031,1.3306738330232872,30.7821226620634,,,,,,,,,,,
2018-01-15,1.311859553129361,1.313740150552363,1.3106624554889315,1.3125430529119333,3777.0,0.0005210159738073816,0.0005208802921110755,1.3284752078429518,1.329874829023575,1.3304934272510351,31.79708947810478,,,,,,,,,-0.013631822921414627,,
2018-01-16,1.3125430529119333,1.3226450249074062,1.3103664161473323,1.3204683881428052,8298.0,0.006038152587291679,0.00601999599548069,1.327712653585795,1.329505948989035,1.3303936756181176,42.352558750111726,,,,,,,,,-0.007772203043345249,,
2018-01-17,1.3204683881428052,1.3346373077924978,1.3187243762732854,1.332893295922978,7099.0,0.009409470072697435,0.009365476763012626,1.3282060480940983,1.3296387861236996,1.3304185474619472,54.29511889266683,,,,,,,,,0.002950725951530009,,
