Date,Open,High,Low,Close,Volume,Return,Log_Return,EMA_20,EMA_50,EMA_200,RSI_14,BB_Mid,BB_Upper,BB_Lower,BB_Width,ATR_14,ATR_Pct,Donchian_High_20,Donchian_Low_20,Momentum_10,Volatility_20,ZScore_20
2018-01-01,0.8830397784439905,0.8836850474925596,0.8823945093954214,0.8830397784439905,3486.0,,,0.8830397784439905,0.8830397784439905,0.8830397784439905,,,,,,,,,,,,
2018-01-02,0.8830397784439905,0.8844128462530226,0.8811511037423508,0.882524171551383,8468.0,-0.000583899961467349,-0.000584070497437045,0.8829906730256469,0.883019558565849,0.8830346480271487,0.0,,,,,,,,,,,
2018-01-03,0.882524171551383,0.8834289331110097,0.8768505104818247,0.8777552720414514,4642.0,-0.005403704129200548,-0.0054183569485309535,0.8824920634081045,0.8828131159570491,0.8829821169228135,0.0,,,,,,,,,,,
2018-01-04,0.8777552720414514,0.8796343792395669,0.8773284785584704,0.8792075857565859,8067.0,0.001654577034617688,0.0016532097300353495,0.8821792560127217,0.8826717226158546,0.8829445593987715,11.997942918161968,,,,,,,,,,,
2018-01-05,0.8792075857565859,0.8804362083597373,0.8748337777281648,0.8760624003313163,8035.0,-0.0035772955968789155,-0.0035837094194340374,0.8815966983287784,0.8824125335066569,0.8828760802040704,9.374718122221793,,,,,,,,,,,
2018-01-08,0.8760624003313163,0.8811147811985509,0.8748965749170886,0.8799489557843232,4465.0,0.004436391119556182,0.004426579345016552,0.8814397704674017,0.882315922615585,0.8828469545879536,29.80003891992257,,,,,,,,,,,
2018-01-09,0.8799489557843232,0.8806578704104961,0.8771956268601682,0.8779045414863411,3773.0,-0.002323332830322933,-0.0023260359556947327,0.881103081993015,0.8821429272771834,0.8827977763481366,26.426071766045368,,,,,,,,,,,
2018-01-10,0.8779045414863411,0.8797686160100278,0.8641484868441921,0.8660125613678787,6544.0,-0.013545869233491548,-0.013638451542694744,0.8796658895525259,0.881510363908191,0.8826307592836565,15.46070354465381,,,,,,,,,,,
2018-01-11,0.8660125613678787,0.866352939333681,0.8615559545096382,0.8618963324754404,2277.0,-0.0047530822023375,-0.004764414019178609,0.8779735507832797,0.880741186204946,0.8824244465790972,13.389656057637026,,,,,,,,,,,
2018-01-12,0.8618963324754404,0.8637203123494736,0.8596554719130912,0.8614794517871244,6285.0,-0.0004836784571512487,-0.0004837954673079207,0.8764026842122172,0.8799858240709139,0.8822160386707194,13.19684678221111,,,,,,,,,,,
2018-01-15,0.8614794517871244,0.8623078353307609,0.8582983204234559,0.8591267039670925,9369.0,-0.0027310550648087517,-0.002734791199635957,0.8747573527603005,0.8791678193609601,0.8819862940468027,12.134809528666835,,,,,,,,,-0.027080404598573637,,
2018-01-16,0.8591267039670925,0.8601278433802528,0.8561608415913827,0.8571619810045431,4412.0,-0.002286883824559327,-0.0022895027369002016,0.873081603069276,0.8783048453077673,0.88173928595683,11.315841308415344,,,,,,,,,-0.02873823897905914,,
2018-01-17,0.8571619810045431,0.8592009888456523,0.8553881605897548,0.857427168430864,3103.0,0.00030937842811229466,0.00030933058047483424,0.8715907045322844,0.8774861128812221,0.8814973743396562,12.177383888291246,,,,,,,,,-0.023159192838920872,,
2018-01-18,0.857427168430864,0.8580218986246793,0.8559464561312601,0.8565411863250754,1318.0,-0.0010333030470798255,-0.0010338372727164028,0.8701574170839788,0.8766647432123537,0.8812490540609043,11.766119910776922,,,,,0.004790444732371922,0.00559277803432309,,,-0.025780486654929602,,
2018-01-19,0.8565411863250754,0.8588059657700481,0.8554170636813115,0.8576818431262843,2417.0,0.0013317010546833874,0.0013308151272736193,0.868969267183246,0.875920315757998,0.8810145544496145,15.71289639242842,,,,,0.004940327874628947,0.005760093808936489,,,-0.020980876702482387,,
2018-01-22,0.8576818431262843,0.8594752720238158,0.8563273423618083,0.8581207712593398,2568.0,0.0005117610178799747,0.0005116301128697473,0.8679360770952549,0.8752222944051095,0.8807867556119003,17.246858911390163,,,,,0.00493219838543864,0.005747673929626904,,,-0.024806194020114858,,
2018-01-23,0.8581207712593398,0.8591559512562232,0.8561824779179962,0.8572176579148796,3427.0,-0.0010524315162945275,-0.0010529857112116915,0.8669152752685525,0.874516230229022,0.8805522372268554,16.578318562672152,,,,,0.004674702007513076,0.005453343108778176,,,-0.02356393274425661,,
2018-01-24,0.8572176579148796,0.8576220007081875,0.8509528534422168,0.8513571962355247,7319.0,-0.0068366086783723246,-0.006860085349207296,0.8654335534558831,0.8736080328175123,0.8802617393065436,13.04465969563742,,,,,0.004986362477861233,0.0058569569857512245,,,-0.0169228089592669,,
2018-01-25,0.8513571962355247,0.8528621028696904,0.8482717437330953,0.849776650367261,5577.0,-0.001856501448807224,-0.0018582268834672763,0.8639424198283954,0.8726734687998554,0.8799584050882423,12.284175637345697,,,,,0.004914071656791419,0.005782780280756866,,,-0.014061647151195844,,
2018-01-26,0.849776650367261,0.8512546658299073,0.8429706554400886,0.8444486709027349,3823.0,-0.006269858629586289,-0.006289596739896436,0.8620858723116658,0.8715666139803605,0.8796050743998294,10.138470975696123,0.8647345440279717,0.888829129076994,0.8406399589789494,0.05572712508231404,0.005061629093102585,0.0059940044522677595,0.8844128462530226,0.8429706554400886,-0.01976922473201126,,-1.683853287696267
2018-01-29,0.8444486709027349,0.8456928645362882,0.8400505047333628,0.8412946983669162,1143.0,-0.003734948783147507,-0.003741941120464865,0.860105760507404,0.8703794800347353,0.8792238766283577,9.122633557301313,0.8626472900241181,0.8872913671744443,0.8380032128737919,0.057135928983529836,0.005217351682573828,0.0062015744217829,0.8844128462530226,0.8400505047333628,-0.020755967097560113,0.06100666761332524,-1.732878170032774
2018-01-30,0.8412946983669162,0.8470580548905878,0.8404505679629185,0.8462139244865902,7586.0,0.005847209223144967,0.005830180642832374,0.8587827285054217,0.86943181118971,0.8788954193931163,22.213787546014174,0.8608317776708783,0.8846462511110459,0.8370173042307106,0.055328983101905455,0.004573591522704804,0.00540476987007708,0.8834289331110097,0.8400505047333628,-0.012772447636002826,0.06748854974883234,-1.227644459241524
2018-01-31,0.8462139244865902,0.8495211471272732,0.8458464485745915,0.8491536712152745,2301.0,0.003473999474149503,0.0034679790771844636,0.8578656754301697,0.868636590014242,0.878599481600302,28.813397619590532,0.8594016976295695,0.8823567308812885,0.8364466643778505,0.053420963246952696,0.004493428217607588,0.005291654938236061,0.8811147811985509,0.8400505047333628,-0.009649212808045649,0.06904617002721566,-0.8928783767740868
2018-02-01,0.8491536712152745,0.8523782663016585,0.8485928212615637,0.8518174163479476,1028.0,0.0031369411956505555,0.0031320312610557447,0.8572896507556724,0.8679770145763481,0.8783329933888357,34.256377376293514,0.8580321891591375,0.8792114810268679,0.8368528972914071,0.049367126630728994,0.0044734714035870515,0.0052516787256668895,0.8811147811985509,0.8400505047333628,-0.0055149361788365825,0.07017723788158287,-0.5868725781770782
2018-02-02,0.8518174163479476,0.855551940051034,0.8509580798133887,0.854692603516475,9535.0,0.0033753561659426445,0.0033696724374667674,0.857042312923368,0.8674560572798825,0.8780977656289118,39.622626224866195,0.8569636993183956,0.8763972694356944,0.8375301292010967,0.045354476817993004,0.004515210355754211,0.005282847116234786,0.8811147811985509,0.8400505047333628,-0.003485254624154499,0.07186142396659075,-0.23372913862069084
2018-02-05,0.854692603516475,0.8552232008135212,0.854143821011267,0.8546744183083131,8114.0,-2.127689895414786e-05,-2.1277125310573194e-05,0.8568167991505056,0.8669548165358995,0.8778646974963686,39.600609339345056,0.855699972444595,0.8718498038346303,0.8395501410545596,0.03774648103329468,0.004308951642424508,0.005041629362153329,0.8806578704104961,0.8400505047333628,-0.004016163069877621,0.06888462877216017,-0.12700493417096395
2018-02-06,0.8546744183083131,0.8578454980747806,0.8533672751371367,0.8565383549036042,1326.0,0.0021808732721642077,0.0021784986199665252,0.8567902806508007,0.866546327844437,0.8776524950825103,43.09112937641637,0.8546316631154582,0.8669751276851018,0.8422881985458147,0.02888604553837121,0.0043564798339778155,0.005086146824642895,0.8797686160100278,0.8400505047333628,-0.0007924510245481686,0.0699716362172901,0.30893948411131134
2018-02-07,0.8565383549036042,0.8579502368957758,0.8531771166228456,0.8545889986150171,8346.0,-0.002275854055369675,-0.002278447747200304,0.8565806347426308,0.866077412972695,0.8774230075554705,40.45780325045565,0.8540604849778152,0.8651834095690313,0.8429375603865991,0.026047158923422235,0.0045491711039428884,0.005323226850937078,0.866352939333681,0.8400505047333628,0.003796059273102559,0.0530294810193316,0.09503141603950778
2018-02-08,0.8545889986150171,0.858250544810777,0.854150165978097,0.8578117121738569,1468.0,0.0037710683896734487,0.0037639757369336856,0.8566978802122713,0.8657532678433288,0.8772278702879918,46.300364516252756,0.853856253962736,0.8645136397166707,0.8431988682088013,0.024962950624238964,0.004599990871367421,0.005362471514535719,0.8637203123494736,0.8400505047333628,0.009455498457298317,0.05293196568382147,0.7422942741207437
2018-02-09,0.8578117121738569,0.8620517861878523,0.8569702724085737,0.8612103464225691,9784.0,0.003961981633591183,0.003954153653754778,0.8571276388989664,0.8655751140621226,0.8770684919410722,51.68468211958603,0.8538427986945081,0.8644602649173432,0.843225332471673,0.02486983842709405,0.0047381040226010685,0.005501680329646467,0.8623078353307609,0.8400505047333628,0.019849253243439335,0.05496510362638597,1.3878165606433552
2018-02-12,0.8612103464225691,0.8653678334047228,0.8599053078681407,0.8640627948502944,3334.0,0.003312139060537511,0.003306666009633407,0.85778812994195,0.8655158074263647,0.8769390820197709,55.699501399367975,0.8540896032386682,0.8654291540935185,0.842750052383818,0.02655353914121241,0.004915893465340715,0.005689278018494515,0.8653678334047228,0.8400505047333628,0.027063164105960213,0.055182511188576415,1.759009988893929
2018-02-13,0.8640627948502944,0.8647436723027769,0.8628117025069965,0.863492579959479,4841.0,-0.0006599229757533465,-0.0006601408207662019,0.8583314108960004,0.8654364651727614,0.87680528597937,54.720603326331556,0.8544061331864151,0.866439012322749,0.8423732540500812,0.028166649720686263,0.004577523646041415,0.005301173110550902,0.8653678334047228,0.8400505047333628,0.020418779427875844,0.054471588230939685,1.5102697650518118
2018-02-14,0.863492579959479,0.86429613820014,0.8606789794085183,0.8614825376491793,5216.0,-0.0023278049597068584,-0.0023305185095665202,0.858631518205827,0.8652814091914445,0.8766528208218557,51.2981377135249,0.8546089016473308,0.866987830277686,0.8422299730169757,0.02896980971411306,0.004508009335686165,0.005232850509062735,0.8653678334047228,0.8400505047333628,0.014519005042114674,0.05531071474995622,1.110538109896386
2018-02-15,0.8614825376491793,0.8620020231005234,0.8610470582123715,0.8615665436637157,7797.0,9.751331090890325e-05,9.750855679505811e-05,0.8589110444399116,0.8651357281903571,0.876502708611327,51.43484851495156,0.8548601695142628,0.8676029053124098,0.8421174337161158,0.02981244477769389,0.0039845060855671155,0.004624722390708729,0.8653678334047228,0.8400505047333628,0.011445090378130685,0.05511026302830422,1.0525799570337293
2018-02-16,0.8615665436637157,0.8632835445751001,0.8614137525868677,0.8631307534982522,8695.0,0.0018155415226372984,0.0018138954192053634,0.8593129214930869,0.8650571017318431,0.8763696543315949,54.022873136288965,0.8551326150328613,0.8683533995899847,0.8419118304757379,0.03092101581604471,0.003715036955946192,0.00430414156938473,0.8653678334047228,0.8400505047333628,0.009872730788894168,0.055257165946498946,1.2099340142535597
2018-02-19,0.8631307534982522,0.8684851296678998,0.8619996808978865,0.8673540570675341,4727.0,0.004893005552362606,0.004881073706590888,0.8600787439287485,0.8651471784116742,0.8762799468961315,60.19116721339144,0.8555942793232709,0.8698581115748831,0.8413304470716587,0.03334251431155929,0.00370631994468505,0.004273133807912157,0.8684851296678998,0.8400505047333628,0.014835636223110793,0.05759527402704367,1.6488945658953655
2018-02-20,0.8673540570675341,0.8686127429936931,0.8660443476497005,0.8673030335758595,9065.0,-5.882660173073262e-05,-5.882833208312905e-05,0.8607667715141876,0.8652317217514462,0.8761906243755319,60.086285166128576,0.8560985481063199,0.8712871459964255,0.8409099502162143,0.03548329318792242,0.0036272982869215353,0.004182273261476227,0.8686127429936931,0.8400505047333628,0.012567655155929058,0.05733797742752803,1.475381144541131
2018-02-21,0.8673030335758595,0.8695108695683884,0.8664613225847443,0.8686691585772732,9179.0,0.0015751415001759028,0.0015739022659452886,0.86151937980591,0.8653665231955963,0.8761157839198278,61.995724213324436,0.8569641462234072,0.8729664406701645,0.84096185177665,0.03734647363551551,0.0035747341400322002,0.004115184825816752,0.8695108695683884,0.8400505047333628,0.01647594338924918,0.05021753748533985,1.4629167576950701
2018-02-22,0.8686691585772732,0.8702071462047176,0.8658046291065452,0.8673426167339896,6315.0,-0.0015270967435476734,-0.001528263944216653,0.8620739737990604,0.865444017059847,0.8760284887239489,59.042065003737484,0.8578424445417439,0.8741097716644117,0.841575117419076,0.037926141860135675,0.003561066772926994,0.004105720973721228,0.8702071462047176,0.8400505047333628,0.011110718616769155,0.04998105092081827,1.168006534891355
2018-02-23,0.8673426167339896,0.8678005712534175,0.8653133869316515,0.8657713414510794,9003.0,-0.0018115970005335713,-0.0018132399268932253,0.8624261040516337,0.8654568533104836,0.8759264275570547,55.65944268633217,0.8589085780691612,0.8742483412979019,0.8435688148404206,0.03571919904030916,0.003661624238606403,0.004229320218048941,0.8702071462047176,0.8400505047333628,0.00529602906822535,0.04342188054658132,0.8947678369715736
2018-02-26,0.8657713414510794,0.8703414328157255,0.8652709244737895,0.8698410158384356,1581.0,0.004700634211956434,0.0046896207310367505,0.8631322861265672,0.8656287812527563,0.8758658761966704,61.7688781413489,0.860335893942737,0.8739952028637262,0.8466765850217478,0.03175343262360354,0.003703930338912983,0.004258169333786568,0.8703414328157255,0.8404505679629185,0.006687269747729818,0.040820887259801306,1.3917427229561894
