Date,Open,High,Low,Close,Volume,Return,Log_Return,EMA_20,EMA_50,EMA_200,RSI_14,BB_Mid,BB_Upper,BB_Lower,BB_Width,ATR_14,ATR_Pct,Donchian_High_20,Donchian_Low_20,Momentum_10,Volatility_20,ZScore_20
2018-01-01,1.0983320482898549,1.0994499861741807,1.097214110405529,1.0983320482898549,9792.0,,,1.0983320482898549,1.0983320482898549,1.0983320482898549,,,,,,,,,,,,
2018-01-02,1.0983320482898549,1.1076959092446763,1.0970979853418237,1.1064618462966451,1836.0,0.007401949182352263,0.007374689191897266,1.099106314766692,1.0986508638979644,1.0984129418023603,,,,,,,,,,,,
2018-01-03,1.1064618462966451,1.113639124519068,1.1050218448726743,1.1121991230950972,9054.0,0.0051852459419678976,0.005171848845764814,1.1003532488932066,1.099182168180205,1.0985501177356214,,,,,,,,,,,,
2018-01-04,1.1121991230950972,1.1133049885551343,1.1032845377248077,1.1043904031848448,6284.0,-0.0070209729068314575,-0.0070457359121068154,1.1007377397781246,1.0993864126901909,1.0986082300286484,92.98246928572654,,,,,,,,,,,
2018-01-05,1.1043904031848448,1.1085456454341953,1.1026190053692706,1.106774247618621,1466.0,0.002158516070858374,0.0021561898219399703,1.1013126452867434,1.099676131706992,1.0986894839350163,93.14071997260253,,,,,,,,,,,
2018-01-08,1.106774247618621,1.1069298089731283,1.104720475243845,1.1048760365983523,7459.0,-0.0017150841956732332,-0.0017165566363863975,1.1016520158878491,1.099880049545869,1.09875104167296,91.3737307439513,,,,,,,,,,,
2018-01-09,1.1048760365983523,1.1117987709489168,1.104432216784201,1.1113549511347653,8757.0,0.0058639289131114936,0.005846802999442082,1.102576104958984,1.10033004568661,1.098876453707406,91.93605196825385,,,,,,,,,,,
2018-01-10,1.1113549511347653,1.1143153888487252,1.1107020709652389,1.1136625086791987,6461.0,0.0020763461233310743,0.0020741934959371583,1.1036319529323377,1.100852887372594,1.0990235786324984,92.13275856138156,,,,,,,,,,,
2018-01-11,1.1136625086791987,1.1223572783448035,1.1134647299518339,1.1221594996174387,8500.0,0.007629771921044082,0.007600812420903123,1.1053964811880617,1.1016884407939604,1.0992537868015029,92.82664852431456,,,,,,,,,,,
2018-01-12,1.1221594996174387,1.1254866538509027,1.120582168227933,1.1239093224613972,7973.0,0.0015593352322509357,0.001558120731446338,1.1071596089283793,1.1025598479181737,1.0994991155145366,92.96427145820822,,,,,,,,,,,
2018-01-15,1.1239093224613972,1.12412720440743,1.1136959971522664,1.1139138790982992,9854.0,-0.008893460676353881,-0.008933243544983475,1.107802872754086,1.1030051040428845,1.0996425459979573,83.15069624129164,,,,,,,,,0.014186812478708788,,
2018-01-16,1.1139138790982992,1.120073525541248,1.111177463415354,1.1173371098583027,7587.0,0.003073155675889838,0.0030684431853286046,1.10871089533544,1.1035671434866263,1.0998186113100006,83.78212440182489,,,,,,,,,0.009828864499989098,,
2018-01-17,1.1173371098583027,1.1180590509466903,1.1147586749603646,1.1154806160487523,3874.0,-0.0016615341897897595,-0.0016629160686264313,1.1093556306414698,1.1040343384890627,1.0999744521531722,81.98766952661977,,,,,,,,,0.0029504545413803207,,
2018-01-18,1.1154806160487523,1.120468080755237,1.1134751504130125,1.1184626151194972,9736.0,0.0026732863196743395,0.002669719445237826,1.11022296249652,1.1046001532588838,1.1001584139737328,82.63117221306861,,,,,0.00671464183687011,0.006003456661046032,,,0.012742062855735536,,
2018-01-19,1.1184626151194972,1.1240104408647928,1.1180541616938726,1.1236019874391683,1059.0,0.004595032726348203,0.004584507792763834,1.1114971553482007,1.105345323226738,1.1003916833614487,83.71125103090795,,,,,0.006980384937032157,0.006212506755120059,,,0.015204310957500411,,
2018-01-22,1.1236019874391683,1.1247626162310762,1.1204984961922533,1.1216591249841612,8254.0,-0.0017291376098711453,-0.0017306342938719832,1.112464961980197,1.105985080158402,1.1006032996960031,81.64431262561469,,,,,0.006527970375315749,0.0058199235667145575,,,0.015190019359529128,,
2018-01-23,1.1216591249841612,1.123654238229952,1.120242439064997,1.1222375523107877,1708.0,0.0005156890482522769,0.0005155561263506493,1.1133956848688247,1.106622432007515,1.100818565891175,81.78848472240159,,,,,0.006156150340927266,0.005485603585667936,,,0.009792192102901609,,
2018-01-24,1.1222375523107877,1.1243131350925528,1.114277965601639,1.1163535483834042,6829.0,-0.005243100193241479,-0.005256893477230889,1.1136773861559275,1.107004044414413,1.1009731428313962,75.30864544957439,,,,,0.0061572016738263525,0.005515458505723944,,,0.0024163870860633985,,
2018-01-25,1.1163535483834042,1.118031735389583,1.114460808148868,1.1161389951550469,1311.0,-0.00019219111066381966,-0.00019220958174201802,1.1139118251082247,1.1073622777767906,1.1011240468346168,75.07507675175154,,,,,0.005988936472097084,0.005365762237583267,,,-0.005365105820023142,,
2018-01-26,1.1161389951550469,1.1187746778110017,1.1103714760786458,1.1130071587346007,3474.0,-0.0028059555611271714,-0.002809899634089421,1.1138256664059747,1.107583645657489,1.1012422867540197,71.5849574359337,1.1141156287054117,1.1283913925092846,1.0998398649015388,0.025627077542141854,0.006431355615173702,0.005778359613145377,1.1254866538509027,1.0970979853418237,-0.009700216475578727,,-0.15529396339694734
2018-01-29,1.1130071587346007,1.125572017712674,1.1123707636176299,1.1249356225957032,3274.0,0.010717328965488715,0.010660305460044536,1.114883757471663,1.1082641153413404,1.101478041339509,76.1355332675665,1.1154458074207043,1.1284283961791193,1.1024632186622894,0.023277847605048935,0.006848119895911434,0.0060875660423215325,1.125572017712674,1.0970979853418237,0.009894610080921185,0.07993332722846265,1.461929566065611
2018-01-30,1.1249356225957032,1.133213545009205,1.123942653051323,1.1322205754648247,2597.0,0.006475884239768304,0.006455005790562216,1.1165348829948214,1.1092035843657908,1.1017839372014526,78.40961155514694,1.1167337438791132,1.1310100166543053,1.102457471103921,0.025567907934082413,0.007252232329796834,0.006405317556448295,1.133213545009205,1.1026190053692706,0.0133204790883652,0.079044431580578,2.1695903166858743
2018-01-31,1.1322205754648247,1.1322680266335372,1.1255797974771706,1.1256272486458831,3324.0,-0.005823358947733892,-0.005840380817591778,1.1174008225806369,1.109847649631677,1.1020211840814969,71.74594049371849,1.1174051501566526,1.132041965630417,1.1027683346828883,0.026197866497594723,0.007094780955753761,0.006302957719163873,1.133213545009205,1.1026190053692706,0.00909619804337991,0.08124328700241701,1.1234818808733549
2018-02-01,1.1256272486458831,1.1266752160721305,1.1179077241454096,1.118955691571657,8227.0,-0.005926968347871764,-0.005944602537483455,1.1175489053416865,1.1102048277469703,1.102189686643588,65.66481124084248,1.1181334145759931,1.131431898089947,1.1048349310620393,0.023786935155670503,0.007370709977450278,0.0065871330142640095,1.133213545009205,1.1026190053692706,0.0004408519743925865,0.07996264248484876,0.12366477648388052
2018-02-02,1.118955691571657,1.1213708159882845,1.1183651296568937,1.1207802540735212,8081.0,0.0016305940580199074,0.0016292660829250927,1.1178566528399565,1.1106195503480116,1.1023746674140353,66.50105756280587,1.1188337148987382,1.1310441726894689,1.1066232571080075,0.021827118057191973,0.006840315625752221,0.006103172857382897,1.133213545009205,1.104432216784201,-0.0025113282080233557,0.07985395508624048,0.3188314816928032
2018-02-05,1.1207802540735212,1.1210176712745346,1.1193342039711138,1.1195716211721272,6425.0,-0.0010783852561653262,-0.0010789671319074456,1.118019983157306,1.1109706119489573,1.1025457813817776,65.36535975402805,1.1195684941274266,1.1298603640845106,1.1092766241703427,0.01838542261785473,0.006325130281289845,0.005649598615823967,1.133213545009205,1.104432216784201,-0.001861085748367186,0.07963648542804648,0.0006076727967905075
2018-02-06,1.1195716211721272,1.1282205686404465,1.1187020943313297,1.127351041799649,4742.0,0.0069485689708508325,0.006924538917581552,1.118908655408958,1.1116129817470235,1.1027925998933983,69.0313706029529,1.120368298660671,1.1304567944873607,1.110279802833981,0.018009248992050128,0.006769280161489207,0.00600458944064402,1.133213545009205,1.1103714760786458,0.0045565125479292146,0.08066070431347995,1.3842981667306284
2018-02-07,1.127351041799649,1.127803101158762,1.1242351494854228,1.1246872088445357,1421.0,-0.0023629134638142313,-0.0023657095493067426,1.119458993831394,1.1121256965351614,1.1030104566988823,66.43811811061109,1.120919533668938,1.1306641944842746,1.1111748728536013,0.017386905166048645,0.0065246388279973965,0.005801291929602883,1.133213545009205,1.1103714760786458,0.007465072756923208,0.08121310132981206,0.7732799010649954
