Date,Open,High,Low,Close,Volume,Return,Log_Return,EMA_20,EMA_50,EMA_200,RSI_14,BB_Mid,BB_Upper,BB_Lower,BB_Width,ATR_14,ATR_Pct,Donchian_High_20,Donchian_Low_20,Momentum_10,Volatility_20,ZScore_20
2018-01-01,0.6095465602508088,0.6100775272849551,0.6090155932166624,0.6095465602508088,9801.0,,,0.6095465602508088,0.6095465602508088,0.6095465602508088,,,,,,,,,,,,
2018-01-02,0.6095465602508088,0.610649261902293,0.6089981054252113,0.6101008070766955,3224.0,0.0009092772595724607,0.000908864117426611,0.609599345662798,0.6095682954204514,0.6095520751445987,,,,,,,,,,,,
2018-01-03,0.6101008070766955,0.6123966324075094,0.6097550416505743,0.6120508669813882,9117.0,0.0031962913047705044,0.003191194024425112,0.6098328238836161,0.6096656511679392,0.6095769387449649,,,,,,,,,,,,
2018-01-04,0.6120508669813882,0.6125174086282025,0.6113462275465661,0.6118127691933803,3659.0,-0.0003890163397400892,-0.00038909202622587115,0.6100213901035937,0.6097498518748193,0.6095991858141033,97.27558780484313,,,,,,,,,,,
2018-01-05,0.6118127691933803,0.6172577946221749,0.6106740666134577,0.6161190920422522,8240.0,0.007038628589836948,0.007013973070048084,0.6106021236215612,0.6099996259990323,0.6096640605029406,98.22009539330497,,,,,,,,,,,
2018-01-08,0.6161190920422522,0.6161270716996341,0.6158504475702298,0.6158584272276116,6849.0,-0.0004230753729389525,-0.0004231648945750363,0.6111027239649947,0.610229382909957,0.6097256959927384,96.04945416791344,,,,,,,,,,,
2018-01-09,0.6158584272276116,0.6176180370552534,0.614912855661978,0.6166724654896197,9483.0,0.001321794467719739,0.0013209216664369057,0.6116331755387685,0.6104820528150418,0.6097948180772845,96.32276460471361,,,,,,,,,,,
2018-01-10,0.6166724654896197,0.6168577971921224,0.6128400987624969,0.6130254304649996,2483.0,-0.005914055237936644,-0.005931612519996431,0.6117657712460286,0.6105817931150401,0.6098269634741772,72.21710642296875,,,,,,,,,,,
2018-01-11,0.6130254304649996,0.615716125351821,0.612678305756982,0.6153690006438034,7635.0,0.0038229575191133236,0.003815668587960118,0.6121089359505786,0.6107695267436192,0.6098821081226312,76.31842375221416,,,,,,,,,,,
2018-01-12,0.6153690006438034,0.6175896811963772,0.6149639242353224,0.6171846047878963,1718.0,0.0029504315982660234,0.0029460876172730135,0.6125923329827041,0.61102109843163,0.6099547697809921,78.91524652410122,,,,,,,,,,,
2018-01-15,0.6171846047878963,0.6179458435309698,0.6130396326009486,0.6138008713440222,1942.0,-0.0054825305388765955,-0.005497614767858505,0.6127074318742582,0.6111301091340767,0.6099930394482859,64.6800970986537,,,,,,,,,0.0069794686257649285,,
2018-01-16,0.6138008713440222,0.6174128058296479,0.6132528671949186,0.6168648016805443,4017.0,0.004991733442497592,0.004979316046859381,0.6131033718558092,0.6113549990378598,0.6100614151918905,69.96354276647791,,,,,,,,,0.011086683586370771,,
2018-01-17,0.6168648016805443,0.6177467528214058,0.6162251888557295,0.6171071399965911,5269.0,0.0003928548287834843,0.00039277768152968785,0.6134846831073123,0.6115805731931042,0.6101315219063651,70.34144169750492,,,,,,,,,0.008261197374231699,,
2018-01-18,0.6171071399965911,0.6172239959226838,0.615994654872889,0.6161115107989817,7464.0,-0.0016133814261407586,-0.0016146843275270408,0.6137348571731857,0.6117582570207857,0.6101910242834061,66.63231166507606,,,,,0.00268498039150599,0.004357945508961634,,,0.007026237146486647,,
2018-01-19,0.6161115107989817,0.6169711187005206,0.6124866716243774,0.6133462795259162,6520.0,-0.004488199335018872,-0.0044983015401270626,0.6136978497782076,0.6118205324131438,0.6102224198579584,57.55490749304082,,,,,0.002929445606352451,0.004776169195347129,,,-0.004500448942662882,,
2018-01-22,0.6133462795259162,0.6153754795458877,0.6128484421175251,0.6148776421374965,7297.0,0.0024967341658352904,0.0024936225033410555,0.6138102109552828,0.6119404190690009,0.6102687404776553,60.74431909869611,,,,,0.0029920085314439427,0.004866022646461556,,,-0.0015925495970401382,,
2018-01-23,0.6148776421374965,0.6185798405125585,0.614317802240862,0.618020000615924,7069.0,0.005110542753683056,0.005097528252010104,0.6142111433039152,0.6121788340316253,0.6103458674442054,66.33455148623027,,,,,0.0031077547824983304,0.005028566679720908,,,0.0021851715484562106,,
2018-01-24,0.618020000615924,0.6187593657218283,0.6154356219917243,0.6161749870976286,2599.0,-0.0029853621508310058,-0.00298982723322313,0.6143981760461736,0.6123355459165666,0.6104038686347868,60.85491769697452,,,,,0.003261509257388876,0.0052931542592333635,,,0.005137725901909196,,
2018-01-25,0.6161749870976286,0.6168866846725626,0.6152580502970635,0.6159697478719974,5145.0,-0.0003330859413783749,-0.00033314142682183635,0.6145478495533949,0.612478063640309,0.6104592505177442,60.25860193685075,,,,,0.0029075739978732967,0.004720319476594668,,,0.0009762390168590596,,
2018-01-26,0.6159697478719974,0.6177327895254702,0.6151090888094634,0.6168721304629361,7608.0,0.001464978749453394,0.0014639067149626638,0.6147692096400179,0.6126503799862945,0.6105230602684426,62.02074852501496,0.6148442567845247,0.6197431014911389,0.6099454120779105,0.015935237753488506,0.0030752223254877603,0.0049851860274185795,0.6187593657218283,0.6089981054252113,-0.0005062898888534839,,0.8278987393388778
2018-01-29,0.6168721304629361,0.6198381429801908,0.6155805287179918,0.6185465412352465,9808.0,0.0027143563303044793,0.002710679117834203,0.6151289555062301,0.6128816019960573,0.6106028958999532,65.1119778600036,0.6152942558337465,0.6197801416791962,0.6108083699882969,0.014581270027853845,0.0031861103875537233,0.0051509630644623996,0.6198381429801908,0.6089981054252113,0.007731611525465754,0.056278149873760994,1.4500080980879406
2018-01-30,0.6185465412352465,0.6190377306582394,0.6178741676226788,0.6183653570456716,5695.0,-0.00029291925101238014,-0.00029296216023568325,0.6154371842242722,0.6130966512136893,0.6106801343193137,64.50020683468627,0.6157074833321954,0.619671258233917,0.6117437084304738,0.01287551315852052,0.0029822435736919467,0.004822785655296149,0.6198381429801908,0.6097550416505743,0.0024325514456966513,0.056391608509900326,1.3410820641312686
