Date,Open,High,Low,Close,Signal,Position,Units,Cash_Equity,Portfolio_Value,Stop_Price,Take_Profit,Action
2018-01-01,0.8830397784439905,0.8836850474925596,0.8823945093954214,0.8830397784439905,0,0,0.0,100000.0,100000.0,,,HOLD
2018-01-02,0.8830397784439905,0.8844128462530226,0.8811511037423508,0.882524171551383,0,0,0.0,100000.0,100000.0,,,HOLD
2018-01-03,0.882524171551383,0.8834289331110097,0.8768505104818247,0.8777552720414514,0,0,0.0,100000.0,100000.0,,,HOLD
2018-01-04,0.8777552720414514,0.8796343792395669,0.8773284785584704,0.8792075857565859,0,0,0.0,100000.0,100000.0,,,HOLD
2018-01-05,0.8792075857565859,0.8804362083597373,0.8748337777281648,0.8760624003313163,0,0,0.0,100000.0,100000.0,,,HOLD
2018-01-08,0.8760624003313163,0.8811147811985509,0.8748965749170886,0.8799489557843232,0,0,0.0,100000.0,100000.0,,,HOLD
2018-01-09,0.8799489557843232,0.8806578704104961,0.8771956268601682,0.8779045414863411,0,0,0.0,100000.0,100000.0,,,HOLD
2018-01-10,0.8779045414863411,0.8797686160100278,0.8641484868441921,0.8660125613678787,0,0,0.0,100000.0,100000.0,,,HOLD
2018-01-11,0.8660125613678787,0.866352939333681,0.8615559545096382,0.8618963324754404,0,0,0.0,100000.0,100000.0,,,HOLD
2018-01-12,0.8618963324754404,0.8637203123494736,0.8596554719130912,0.8614794517871244,0,0,0.0,100000.0,100000.0,,,HOLD
2018-01-15,0.8614794517871244,0.8623078353307609,0.8582983204234559,0.8591267039670925,0,0,0.0,100000.0,100000.0,,,HOLD
2018-01-16,0.8591267039670925,0.8601278433802528,0.8561608415913827,0.8571619810045431,0,0,0.0,100000.0,100000.0,,,HOLD
2018-01-17,0.8571619810045431,0.8592009888456523,0.8553881605897548,0.857427168430864,0,0,0.0,100000.0,100000.0,,,HOLD
2018-01-18,0.857427168430864,0.8580218986246793,0.8559464561312601,0.8565411863250754,0,0,0.0,100000.0,100000.0,,,HOLD
2018-01-19,0.8565411863250754,0.8588059657700481,0.8554170636813115,0.8576818431262843,0,0,0.0,100000.0,100000.0,,,HOLD
2018-01-22,0.8576818431262843,0.8594752720238158,0.8563273423618083,0.8581207712593398,0,0,0.0,100000.0,100000.0,,,HOLD
