Date,Open,High,Low,Close,Volume,Return,Log_Return,EMA_20,EMA_50,EMA_200,RSI_14,BB_Mid,BB_Upper,BB_Lower,BB_Width,ATR_14,ATR_Pct,Donchian_High_20,Donchian_Low_20,Momentum_10,Volatility_20,ZScore_20,Signal_Trend,Signal_MR,Signal_BO
2018-01-01,1.2770785257753272,1.2783540684485222,1.2758029831021322,1.2770785257753272,9165.0,,,1.2770785257753272,1.2770785257753272,1.2770785257753272,,,,,,,,,,,,,0,0,0
2018-01-02,1.2770785257753272,1.2795194891938526,1.275636537851616,1.2780775012701413,5866.0,0.000782234979801,0.0007819291934733,1.2771736662986428,1.2771177012849275,1.277088465830002,,,,,,,,,,,,,0,0,0
2018-01-03,1.2780775012701413,1.2782117822704555,1.2756677530690248,1.2758020340693392,1740.0,-0.0017803828003706,-0.0017819695654744,1.2770430346577568,1.2770661064921596,1.2770756655139754,85.09078075792952,,,,,,,,,,,,0,0,0
2018-01-04,1.2758020340693392,1.2776479628516229,1.2700833458313554,1.271929274613639,5973.0,-0.0030355488957385,-0.0030401655193126,1.2765560098916504,1.2768646621047668,1.2770244576443206,66.82862464668594,,,,,,,,,,,,0,0,0
2018-01-05,1.271929274613639,1.2743502372790805,1.26831093544025,1.2707318981056914,5232.0,-0.0009413860753471,-0.0009418294575029,1.276001332578702,1.2766241615557834,1.276961845111598,62.37153979744617,,,,,,,,,,,,0,0,0
2018-01-08,1.2707318981056914,1.2732072704612227,1.2692987104307805,1.2717740827863118,4116.0,0.0008201452109402,0.0008198090756306,1.275598737360379,1.2764339623883532,1.2769102255859734,64.58549193202585,,,,,,,,,,,,0,0,0
2018-01-09,1.2717740827863118,1.274057025076257,1.2690561814075436,1.271339123697489,1402.0,-0.0003420097128178,-0.0003420682114781,1.2751930598686751,1.276234164792633,1.2768547917363369,62.92154464350425,,,,,,,,,,,,0,0,0
2018-01-10,1.271339123697489,1.277359470394986,1.2699741064021837,1.2759944530996807,2848.0,0.0036617526475961,0.0036550647526758,1.2752693830335329,1.2762247643340858,1.2768462311528876,71.41115701767049,,,,,,,,,,,,0,0,0
2018-01-11,1.2759944530996807,1.2816378399657469,1.2744973736776266,1.2801407605436927,4864.0,0.0032494713703024,0.0032442032475335,1.2757333237487862,1.276378332812894,1.2768790125398608,76.55912478602828,,,,,,,,,,,,0,0,0
2018-01-12,1.2801407605436927,1.280214020661744,1.2760096159998322,1.2760828761178835,8677.0,-0.0031698736192774,-0.0031749083110315,1.275766614450605,1.2763667462758348,1.2768710907844183,64.34701971508677,,,,,,,,,,,,0,0,0
2018-01-15,1.2760828761178835,1.2772303296456675,1.2626355814815056,1.2637830350092898,9263.0,-0.0096387478735021,-0.0096855012758536,1.27462532117048,1.275873267402637,1.2767408613737206,42.31439560210504,,,,,,,,,-0.010410863934906,,,0,0,0
2018-01-16,1.2637830350092898,1.2692904878436355,1.2628885468321425,1.2683959996664884,2990.0,0.003650123897386,0.0036434783615961,1.274032052455814,1.2755800412169058,1.2766578279238974,49.32275116864463,,,,,,,,,-0.0075750504910941,,,0,0,0
2018-01-17,1.2683959996664884,1.2694122278592057,1.262494889085888,1.263511117278605,4473.0,-0.0038512281567962,-0.0038586632315393,1.2730300586294132,1.2751067500820703,1.2765270148826506,43.32066212574618,,,,,,,,,-0.0096338745843903,,,0,0,0
2018-01-18,1.263511117278605,1.267184330464999,1.261975244509018,1.265648457695412,9876.0,0.0016915881368817,0.0016901590131015,1.2723270490166512,1.274735836655143,1.276418770532529,46.39441836586892,,,,,0.0059531955211499,0.004703672244021,,,-0.0049380237121556,,,0,0,0
2018-01-19,1.265648457695412,1.2675494180538345,1.264088573024828,1.2659895333832507,8327.0,0.0002694869067039,0.0002694506016298,1.2717234760991845,1.2743928443699706,1.276314997028556,46.88939833621141,,,,,0.0060181783556225,0.004753734684946,,,-0.003731994710694,,,0,0,0
2018-01-22,1.2659895333832507,1.266637564805649,1.2650789125653528,1.265726943987751,9342.0,-0.0002074182989475,-0.0002074398130979,1.2711523778028575,1.274053005139295,1.276209643266956,46.53315136464006,,,,,0.0058521569911982,0.0046235540919755,,,-0.0047548844408844,,,0,0,0
2018-01-23,1.265726943987751,1.269612909036264,1.2648085059531269,1.2686944710016397,5356.0,0.0023445238548365,0.0023417797470307,1.2709182914408366,1.2738428665456616,1.2761348654334703,51.05853753061616,,,,,0.0060136122684629,0.004740000375122,,,-0.0020802102653442,,,0,0,0
