Date,Open,High,Low,Close,Volume,Return,Log_Return,EMA_20,EMA_50,EMA_200,RSI_14,BB_Mid,BB_Upper,BB_Lower,BB_Width,ATR_14,ATR_Pct,Donchian_High_20,Donchian_Low_20,Momentum_10,Volatility_20,ZScore_20,Signal_Trend,Signal_MR,Signal_BO
2018-01-01,1.0983320482898549,1.0994499861741809,1.097214110405529,1.0983320482898549,9792.0,,,1.0983320482898549,1.0983320482898549,1.0983320482898549,,,,,,,,,,,,,0,0,0
2018-01-02,1.0983320482898549,1.1076959092446763,1.0970979853418237,1.1064618462966451,1836.0,0.0074019491823522,0.0073746891918972,1.099106314766692,1.0986508638979644,1.0984129418023605,,,,,,,,,,,,,0,0,0
2018-01-03,1.1064618462966451,1.113639124519068,1.1050218448726743,1.1121991230950972,9054.0,0.0051852459419678,0.0051718488457648,1.1003532488932066,1.099182168180205,1.0985501177356214,,,,,,,,,,,,,0,0,0
2018-01-04,1.1121991230950972,1.1133049885551345,1.1032845377248075,1.1043904031848448,6284.0,-0.0070209729068314,-0.0070457359121068,1.1007377397781246,1.0993864126901909,1.0986082300286484,92.98246928572654,,,,,,,,,,,,0,0,0
2018-01-05,1.1043904031848448,1.108545645434195,1.1026190053692706,1.106774247618621,1466.0,0.0021585160708583,0.0021561898219399,1.1013126452867434,1.099676131706992,1.0986894839350163,93.14071997260253,,,,,,,,,,,,0,0,0
2018-01-08,1.106774247618621,1.1069298089731283,1.104720475243845,1.1048760365983523,7459.0,-0.0017150841956732,-0.0017165566363863,1.1016520158878491,1.099880049545869,1.09875104167296,91.3737307439513,,,,,,,,,,,,0,0,0
2018-01-09,1.1048760365983523,1.1117987709489168,1.104432216784201,1.1113549511347651,8757.0,0.0058639289131114,0.005846802999442,1.102576104958984,1.10033004568661,1.098876453707406,91.93605196825384,,,,,,,,,,,,0,0,0
2018-01-10,1.1113549511347651,1.1143153888487252,1.1107020709652389,1.1136625086791987,6461.0,0.002076346123331,0.0020741934959371,1.1036319529323375,1.100852887372594,1.0990235786324984,92.13275856138156,,,,,,,,,,,,0,0,0
2018-01-11,1.1136625086791987,1.1223572783448037,1.113464729951834,1.1221594996174389,8500.0,0.007629771921044,0.0076008124209031,1.1053964811880617,1.1016884407939604,1.0992537868015029,92.82664852431456,,,,,,,,,,,,0,0,0
2018-01-12,1.1221594996174389,1.1254866538509027,1.120582168227933,1.1239093224613972,7973.0,0.0015593352322509,0.0015581207314463,1.1071596089283793,1.1025598479181735,1.0994991155145366,92.96427145820822,,,,,,,,,,,,0,0,0
