Date,Open,High,Low,Close,Volume,Return,Log_Return,EMA_20,EMA_50,EMA_200,RSI_14,BB_Mid,BB_Upper,BB_Lower,BB_Width,ATR_14,ATR_Pct,Donchian_High_20,Donchian_Low_20,Momentum_10,Volatility_20,ZScore_20,Signal_Trend,Signal_MR,Signal_BO
2018-01-01,0.6679029826053268,0.6694810793290883,0.6663248858815652,0.6679029826053268,5469.0,,,0.6679029826053268,0.6679029826053268,0.6679029826053268,,,,,,,,,,,,,0,0,0
2018-01-02,0.6679029826053268,0.6716573140442018,0.6674286409147724,0.6711829723536474,1405.0,0.0049108775282395,0.0048988585024387,0.6682153625813573,0.6680316096542805,0.6679356193192404,,,,,,,,,,,,,0,0,0
2018-01-03,0.6711829723536474,0.6758124088697669,0.6705062613218407,0.6751356978379601,7287.0,0.0058891921385484,0.0058719186313493,0.6688744421296052,0.6683102013477582,0.6680072618915659,,,,,,,,,,,,,0,0,0
2018-01-04,0.6751356978379601,0.6754669649647584,0.6731842611346834,0.6735155282614818,5574.0,-0.0023997687896918,-0.0024026528497893,0.6693164503326411,0.668514331814963,0.6680620705121622,96.39037606794209,,,,,,,,,,,,0,0,0
2018-01-05,0.6735155282614818,0.6743942450041889,0.6701320748143169,0.671010791557024,8292.0,-0.0037188997125621,-0.0037258320124538,0.6694778161635346,0.6686122321970047,0.6680914110200712,90.92605040123814,,,,,,,,,,,,0,0,0
2018-01-08,0.671010791557024,0.6712438386709806,0.6664346420645638,0.6666676891785204,7480.0,-0.0064724776905984,-0.0064935149991312,0.6692101850221047,0.6685359756080446,0.6680772446335881,82.22214118181535,,,,,,,,,,,,0,0,0
2018-01-09,0.6666676891785204,0.6715187190353108,0.6665658217791371,0.6714168516359276,8637.0,0.0071237327599589,0.0070984788395984,0.6694203437472308,0.6686489511385498,0.6681104745540094,84.02316113174054,,,,,,,,,,,,0,0,0
2018-01-10,0.6714168516359276,0.6719353060273209,0.669304474084774,0.6698229284761673,8537.0,-0.0023739695479442,-0.0023767918812919,0.6694586851499866,0.6686949894655153,0.6681275138965185,81.05522121807381,,,,,,,,,,,,0,0,0
2018-01-11,0.6698229284761673,0.6707300099090463,0.6689095110959312,0.6698165925288102,9486.0,-9.459137762735104e-06,-9.459182500660833e-06,0.6694927715670175,0.66873897389937,0.6681443206490786,81.04296658589816,,,,,,,,,,,,0,0,0
2018-01-12,0.6698165925288102,0.676316417191302,0.6692609285163328,0.6757607531788246,5433.0,0.008874310843171,0.0088351655677995,0.6700897221967134,0.6690143377926819,0.6682201060473846,83.55495691034452,,,,,,,,,,,,0,0,0
2018-01-15,0.6757607531788246,0.6773481591738516,0.6755291899312212,0.6771165959262483,2711.0,0.0020063946315995,0.0020043845101728,0.6707589482661929,0.6693320734057631,0.6683086283347365,84.07336882797217,,,,,,,,,0.0137948378145902,,,0,0,0
2018-01-16,0.6771165959262483,0.6778179200880691,0.676011536298731,0.6767128604605518,3363.0,-0.0005962569343677,-0.0005964347662261,0.6713259875227985,0.6696215160353627,0.6683922525349933,83.2319690514459,,,,,,,,,0.0082390172794648,,,0,0,0
2018-01-17,0.6767128604605518,0.6772178055110013,0.6742325603173182,0.6747375053677677,5737.0,-0.0029190447059624,-0.0029233134260405,0.6716508939842242,0.669822143068006,0.6684553893791005,79.06280377132454,,,,,,,,,-0.0005897962016637,,,0,0,0
2018-01-18,0.6747375053677677,0.6751014138023477,0.6709827830401268,0.6713466914747068,1533.0,-0.0050253822650819,-0.0050380519630778,0.6716219223166511,0.6698819292800335,0.6684841585541812,72.36219676790614,,,,,0.0036595736018514,0.0054510935233964,,,-0.0032201733972982,,,0,0,0
2018-01-19,0.6713466914747068,0.6717594584545479,0.6694033325740574,0.6698160995538984,7493.0,-0.0022798830175899,-0.0022824859078196,0.671449939196389,0.6698793477221459,0.668497411698457,69.49894021326939,,,,,0.0036024259184919,0.0053782313098941,,,-0.0017804363479064,,,0,0,0
2018-01-22,0.6698160995538984,0.6715966417962517,0.6689124573865868,0.67069299962894,5654.0,0.0013091654196213,0.0013083092097721,0.6713778497137748,0.6699112556400594,0.6685192583445315,70.22582181756204,,,,,0.0034921052956516,0.0052067120091958,,,0.0060379564148065,,,0,0,0
2018-01-23,0.67069299962894,0.6770597420654944,0.6696948895285236,0.676061631965078,4558.0,0.0080046046985851,0.0079727377921011,0.6718239242138989,0.6701524468684915,0.6685943068382684,74.26884529616606,,,,,0.0036391556520119,0.0053828755840413,,,0.0069178786886763,,,0,0,0
2018-01-24,0.676061631965078,0.6764111692947666,0.6735610136806772,0.6739105510103659,3983.0,-0.003181782330199,-0.003186854962463,0.6720226505754672,0.6702998235015062,0.6686472047902295,70.15808652971859,,,,,0.0036796879222986,0.0054602022728118,,,0.0061025419710516,,,0,0,0
2018-01-25,0.6739105510103659,0.6756117071573233,0.6732981676043934,0.6749993237513509,1962.0,0.0016156042361299,0.001614300551576,0.6723061432588846,0.6704841176289511,0.6687104099540219,71.03205970671345,,,,,0.0035405000196599,0.0052451904692043,,,0.0077375378280402,,,0,0,0
2018-01-26,0.6749993237513509,0.6765280588553676,0.6745892767162207,0.6761180118202375,4224.0,0.0016573173179927,0.0016559454831478,0.6726691783599658,0.6707050546560603,0.6687841174352779,71.94133398796855,0.6726872529286417,0.6788845110322415,0.666489994825042,0.0184253769537598,0.0033354704148549,0.0049332666140268,0.6778179200880691,0.6663248858815652,0.0005286762211809,,1.1071860601071108,0,0,0
2018-01-29,0.6761180118202375,0.6770561102075262,0.6715763190045478,0.6725144173918366,2133.0,-0.0053298305405283,-0.0053440847582601,0.672654439220144,0.6707760100574633,0.668821234847781,64.87687663066606,0.6729178246679672,0.6786944727776407,0.6671411765582937,0.0171689555482463,0.0033731056967695,0.0050156630245211,0.6778179200880691,0.6664346420645638,-0.0067967297834669,0.0733759079107607,-0.1396682880700669,0,0,0
2018-01-30,0.6725144173918366,0.674286718572352,0.6715518955982067,0.6733241967787221,6479.0,0.0012041071030506,0.0012033827475022,0.6727182256542943,0.6708759389484931,0.6688660404391337,65.6921611151178,0.6730248858892209,0.6787452481285273,0.6673045236499145,0.0169989620272316,0.003380533627598,0.0050206626225093,0.6778179200880691,0.6664346420645638,-0.0050075355144328,0.0714780220694278,0.1046475299919058,0,0,0
2018-01-31,0.6733241967787221,0.6772195186454801,0.6723738371125493,0.6762691589793073,8235.0,0.0043737655867326,0.0043642284726508,0.673056409780486,0.6710874377732309,0.6689397033101803,68.55118645544097,0.6730815589462884,0.6789113847773848,0.667251733115192,0.0173227917289042,0.0035966181075848,0.0053183234217175,0.6778179200880691,0.6664346420645638,0.0022699992209633,0.0700577968179087,1.09354897568849,0,0,0
2018-02-01,0.6762691589793073,0.677254283430313,0.6708969874826339,0.6718821119336397,5878.0,-0.0064871316212157,-0.0065082645036568,0.6729445718903102,0.6711186014657959,0.6689689810079262,60.46726281296477,0.6729998881298962,0.6788498466564965,0.6671499296032959,0.0173847236226321,0.0035467471984927,0.0052788236738218,0.6778179200880691,0.6664346420645638,0.0007975319841924,0.0734090054903638,-0.3821484173516408,0,0,0
2018-02-02,0.6718821119336397,0.6721548642077531,0.6677739914420487,0.6680467437161621,8653.0,-0.0057083945968431,-0.0057247497520982,0.6724781120642008,0.6709981364560064,0.668959804517461,54.42468054141053,0.6728516857378531,0.6790534244677482,0.6666499470079581,0.0184341924419619,0.0037297403072837,0.0055830528961734,0.6778179200880691,0.6664346420645638,-0.0026415546579348,0.0750276196655083,-1.549546741957743,0,0,0
2018-02-05,0.6680467437161621,0.6692349639714021,0.6636568324986192,0.6648450527538592,4164.0,-0.0047926151761369,-0.0048041365827688,0.6717511540346445,0.6707568390559222,0.6689188617138431,49.93832903769074,0.6727605539166202,0.6793841271877186,0.6661369806455217,0.0196907301789258,0.0039991508561012,0.0060151622389853,0.6778179200880691,0.6636568324986192,-0.008719260344623,0.0733871456611441,-2.3900999773943035,0,0,0
2018-02-06,0.6648450527538592,0.6653112533352372,0.6616644195846644,0.6621306201660424,5424.0,-0.0040828048228279,-0.0040911622259589,0.6708349127138252,0.6704185559622015,0.6688513170218252,46.442895634824325,0.6722962423431259,0.6804431685913378,0.664149316094914,0.0242361201360214,0.0040464071815933,0.0061111917473,0.6778179200880691,0.6616644195846644,-0.0206061269274265,0.0693738349728868,-2.4955724078918013,0,0,0
